11,1,0.702702703,0.663865546,0.132743363,0.393837436,0.393745797,0.289664253,0.247633284
9,0,0.702702703,0.705882353,0.146017699,0.428900301,0.416946873,0.319947334,0.271549576
9,1,0.702702703,0.680672269,0.123893805,0.355055782,0.312373907,0.27518104,0.249128052
9,0,0.702702703,0.672268908,0.132743363,0.369045511,0.347679892,0.289664253,0.267563528
9,1,0.716216216,0.731092437,0.132743363,0.401097928,0.3533961,0.347597103,0.292476333
9,0,0.716216216,0.705882353,0.137168142,0.410483443,0.38399462,0.322580645,0.272546089
11,0,0.716216216,0.697478992,0.146017699,0.435452453,0.404505716,0.344305464,0.289985052
11,0,0.722972973,0.697478992,0.132743363,0.411014698,0.379287155,0.339038841,0.305929248
10,0,0.722972973,0.705882353,0.137168142,0.412962635,0.371889711,0.314022383,0.326856004
8,1,0.72972973,0.714285714,0.14159292,0.44289003,0.392737054,0.341013825,0.32735426
11,1,0.736486486,0.764705882,0.159292035,0.470869488,0.398789509,0.362738644,0.385151968
10,1,0.743243243,0.714285714,0.150442478,0.478307066,0.41862811,0.365371955,0.362232187
10,0,0.743243243,0.731092437,0.154867257,0.471223659,0.382985878,0.356155365,0.402092676
10,1,0.743243243,0.705882353,0.154867257,0.404285461,0.319098857,0.325213957,0.346287992
9,1,0.743243243,0.74789916,0.146017699,0.455463078,0.384667115,0.398946675,0.312406577
9,1,0.743243243,0.722689076,0.17699115,0.48804675,0.392400807,0.396971692,0.398106627
8,0,0.75,0.722689076,0.137168142,0.451921374,0.427706792,0.361421988,0.307424016
11,1,0.75,0.739495798,0.146017699,0.4623694,0.402151984,0.373271889,0.312406577
8,0,0.75,0.714285714,0.132743363,0.416681424,0.34801614,0.325872284,0.320876931
11,0,0.756756757,0.731092437,0.154867257,0.486275899,0.418291863,0.355497038,0.392127554
10,0,0.756756757,0.789915966,0.163716814,0.497432265,0.459314055,0.394338381,0.371699053
10,0,0.763513514,0.756302521,0.137168142,0.496015583,0.473436449,0.348913759,0.332336821
11,1,0.763513514,0.74789916,0.150442478,0.536745174,0.46536651,0.428571429,0.406078724
10,1,0.763513514,0.74789916,0.154867257,0.493005135,0.331203766,0.382488479,0.397110115
10,1,0.77027027,0.74789916,0.137168142,0.431556579,0.412575656,0.310072416,0.31589437
11,0,0.77027027,0.781512605,0.154867257,0.578714362,0.523201076,0.44963792,0.428998505
8,0,0.77027027,0.781512605,0.154867257,0.552151585,0.476126429,0.467412772,0.397110115
8,1,0.77027027,0.756302521,0.146017699,0.506640694,0.459314055,0.404871626,0.333333333
11,0,0.77027027,0.74789916,0.154867257,0.473348681,0.425016812,0.393021725,0.346287992
10,1,0.77027027,0.74789916,0.14159292,0.440765008,0.367518494,0.429888084,0.297458894
10,1,0.77027027,0.773109244,0.132743363,0.428546131,0.345662408,0.269914417,0.382162431
9,0,0.777027027,0.739495798,0.14159292,0.461129803,0.38264963,0.410138249,0.369706029
11,0,0.777027027,0.781512605,0.185840708,0.593766602,0.447545393,0.404871626,0.456900847
10,0,0.777027027,0.789915966,0.163716814,0.573755977,0.446200403,0.423963134,0.473841555
9,1,0.783783784,0.680672269,0.14159292,0.528422171,0.463012777,0.435154707,0.18036871
10,1,0.783783784,0.764705882,0.154867257,0.584558172,0.57195696,0.442396313,0.400099651
11,1,0.790540541,0.756302521,0.163716814,0.540463963,0.463349025,0.39763002,0.437967115
9,0,0.790540541,0.806722689,0.168141593,0.56259961,0.431405514,0.390388413,0.514200299
10,0,0.790540541,0.739495798,0.172566372,0.575703914,0.398789509,0.472679394,0.481813652
6,1,0.790540541,0.705882353,0.159292035,0.484327962,0.430396772,0.386438446,0.332336821
11,0,0.804054054,0.789915966,0.146017699,0.568974677,0.457969065,0.413429888,0.397608371
10,1,0.810810811,0.865546218,0.199115044,0.561360014,0.496301278,0.393680053,0.431988042
12,1,0.810810811,0.857142857,0.172566372,0.650079688,0.513449899,0.475312706,0.549576482
12,0,0.817567568,0.806722689,0.163716814,0.568443421,0.486550101,0.422646478,0.494768311
